cik,name,period,fy,fp,form,revenue,rd_expense,sm_expense,ga_expense,sbc,operating_income,net_income,ocf,capex,acquisitions,cash,short_term_investments,total_assets,total_liabilities,equity,deferred_rev_current,deferred_rev_noncurrent,rpo,debt_current,debt_noncurrent,lease_liab_current,lease_liab_noncurrent,capex_intensity,rd_intensity,sbc_pct_revenue,operating_margin,net_margin,ocf_to_capex,debt_to_assets,debt_to_equity,total_deferred_revenue,rpo_to_deferred_ratio,fcf_margin,total_debt,cash_and_investments,cash_to_debt
1835632,"MARVELL TECHNOLOGY, INC.",20230131,2022,FY,10-K,5919600000.0,1784300000.0,,,552400000.0,238000000.0,-163500000.0,1288800000.0,206200000.0,,911000000.0,,22522100000.0,6884900000.0,15702100000.0,,,,,4484800000.0,,,0.03483343469153321,0.3014223934049598,0.0933171160213528,0.04020541928508683,-0.02762010946685587,6.250242483026188,,,0.0,,0.1828839786472059,4484800000.0,911000000.0,0.20313057438458795
1835632,"MARVELL TECHNOLOGY, INC.",20230430,2024,Q1,10-Q,1446900000.0,480700000.0,,,143200000.0,69800000.0,-165700000.0,208400000.0,99800000.0,,1028300000.0,,22522100000.0,6884900000.0,15702100000.0,,,,,,,,0.06897505010712558,0.3322275209067662,0.09897021217775935,0.04824106710899164,-0.1145206994263598,2.088176352705411,,,0.0,,0.07505701845324486,0.0,1028300000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20230731,2024,Q2,10-Q,2963800000.0,955500000.0,,,296000000.0,108900000.0,4300000.0,526300000.0,210900000.0,,911000000.0,,22522100000.0,6884900000.0,15702100000.0,,,,,,,,0.07115864768202983,0.32239017477562587,0.09987178622039274,0.036743369997975575,0.0014508401376611107,2.4954954954954953,,,0.0,,0.1064174370740266,0.0,911000000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20231031,2024,Q3,10-Q,4501100000.0,1436600000.0,,,454500000.0,214700000.0,13300000.0,937300000.0,265300000.0,,911000000.0,,22522100000.0,6884900000.0,15702100000.0,,,,,,,,0.058941147719446356,0.3191664259847593,0.10097531714469796,0.047699451245251163,0.0029548332629801602,3.532981530343008,,,0.0,,0.14929683855057652,0.0,911000000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20240131,2023,FY,10-K,5919600000.0,1896200000.0,,,609800000.0,238000000.0,-163500000.0,1370500000.0,336300000.0,,950800000.0,,22522100000.0,6884900000.0,15702100000.0,,,,,,,,0.056811271031826475,0.3203256976822758,0.1030137171430502,0.04020541928508683,-0.02762010946685587,4.0752304490038656,,,0.0,,0.17470775052368404,0.0,950800000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20240430,2025,Q1,10-Q,1321700000.0,480700000.0,,,143200000.0,-152300000.0,-168900000.0,324500000.0,99800000.0,,950800000.0,,21228500000.0,6397100000.0,15637200000.0,,,,,,,,0.07550881440568964,0.36369826738291594,0.10834531285465689,-0.1152303851100855,-0.1277899674661421,3.2515030060120242,,,0.0,,0.17000832261481424,0.0,950800000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20240731,2025,Q2,10-Q,2662600000.0,962800000.0,,,296000000.0,-100400000.0,-168900000.0,630900000.0,210900000.0,,950800000.0,,21228500000.0,6397100000.0,15637200000.0,,,,,,,,0.07920829264628558,0.36160144219935403,0.11116953353864643,-0.03770750394351386,-0.06343423721174792,2.991465149359886,,,0.0,,0.1577405543453767,0.0,950800000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20241031,2025,Q3,10-Q,4081200000.0,1451400000.0,,,454500000.0,-146300000.0,-164300000.0,1167200000.0,265300000.0,,950800000.0,,21228500000.0,6397100000.0,15637200000.0,,,,,,,,0.06500539057140056,0.3556306968538665,0.11136430461628932,-0.03584729981378026,-0.040257767323336274,4.399547681869581,,,0.0,,0.22098892482603155,0.0,950800000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20250131,2024,FY,10-K,5919600000.0,1950400000.0,,,609800000.0,238000000.0,-163500000.0,1681200000.0,336300000.0,,950800000.0,,21228500000.0,6777500000.0,15702100000.0,,,,,,,,0.056811271031826475,0.32948172173795526,0.1030137171430502,0.04020541928508683,-0.02762010946685587,4.999107939339875,,,0.0,,0.2271944050273667,0.0,950800000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20250430,2026,Q1,10-Q,1895300000.0,507700000.0,,,142100000.0,270600000.0,177900000.0,332900000.0,118800000.0,,948300000.0,,20204500000.0,6777500000.0,14845300000.0,,,,,,,,0.06268136970400465,0.2678731599219121,0.07497493800453754,0.142774230992455,0.09386376826887564,2.8021885521885523,,,0.0,,0.11296364691605551,0.0,948300000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20250731,2026,Q2,10-Q,3901400000.0,1026700000.0,,,295700000.0,560700000.0,372700000.0,794500000.0,166300000.0,,1224400000.0,,20586300000.0,7164600000.0,14845300000.0,,,,,,,,0.04262572409904137,0.2631619418670221,0.07579330496744759,0.1437176398216025,0.0955298098118624,4.777510523150932,,,0.0,,0.16101912134105706,0.0,1224400000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20251031,2026,Q3,10-Q,5975900000.0,1539200000.0,,,449800000.0,918500000.0,2274000000.0,1376800000.0,239800000.0,,2714500000.0,,21579000000.0,7522400000.0,14845300000.0,,,,,,,,0.04012784685152027,0.25756789772251876,0.07526899713850634,0.1537006978028414,0.3805284559647919,5.741451209341117,,,0.0,,0.19026422798239595,0.0,2714500000.0,
1835632,"MARVELL TECHNOLOGY, INC.",20260131,2026,FY,10-K,8194600000.0,2075200000.0,,,609800000.0,1322900000.0,2670100000.0,1750500000.0,354100000.0,,2638800000.0,,22285300000.0,7976900000.0,15637200000.0,,,,,,,,0.04321138310594782,0.2532399384960828,0.07441485856539673,0.16143557952798185,0.3258365264930564,4.943518780005648,,,0.0,,0.17040490078832402,0.0,2638800000.0,
2488,ADVANCED MICRO DEVICES INC,20221231,2022,FY,10-K,23601000000.0,5005000000.0,,,1081000000.0,4979000000.0,3162000000.0,3565000000.0,450000000.0,,4835000000.0,1073000000.0,67580000000.0,,58005000000.0,,,,,2467000000.0,,396000000.0,0.019066988686920045,0.21206728528452184,0.045803143934579044,0.21096563704927757,0.13397737384009153,7.9222222222222225,,,0.0,,0.13198593279945764,2467000000.0,5908000000.0,2.3948115119578435
2488,ADVANCED MICRO DEVICES INC,20230331,2023,Q1,10-Q,5887000000.0,1411000000.0,,,309000000.0,951000000.0,786000000.0,995000000.0,158000000.0,,4835000000.0,2114000000.0,67634000000.0,,58331000000.0,,,,,2467000000.0,,396000000.0,0.026838797350093428,0.2396806522846951,0.0524885340580941,0.16154238151860031,0.13351452352641413,6.2974683544303796,,,0.0,,0.14217767963308986,2467000000.0,6949000000.0,2.81678151601135
2488,ADVANCED MICRO DEVICES INC,20230630,2023,Q2,10-Q,12437000000.0,2854000000.0,,,657000000.0,1555000000.0,1233000000.0,2033000000.0,283000000.0,,4835000000.0,2444000000.0,67967000000.0,,58825000000.0,,,,,2467000000.0,,396000000.0,0.02275468360537107,0.22947656187183404,0.05282624427112648,0.12503015196590817,0.09913966390608668,7.18374558303887,,,0.0,,0.14070917423816032,2467000000.0,7279000000.0,2.950547223348196
2488,ADVANCED MICRO DEVICES INC,20230930,2023,Q3,10-Q,18002000000.0,4361000000.0,,,1010000000.0,2167000000.0,1299000000.0,2998000000.0,407000000.0,,4835000000.0,2224000000.0,67626000000.0,,59182000000.0,,,,,2467000000.0,,396000000.0,0.022608599044550606,0.24225086101544274,0.05610487723586268,0.12037551383179647,0.07215864903899567,7.3660933660933665,,,0.0,,0.14392845239417842,2467000000.0,7059000000.0,2.861370085123632
2488,ADVANCED MICRO DEVICES INC,20231231,2023,FY,10-K,23601000000.0,5872000000.0,,,1384000000.0,4979000000.0,3162000000.0,3565000000.0,546000000.0,,4835000000.0,1840000000.0,67885000000.0,,59676000000.0,,,,,2467000000.0,,535000000.0,0.023134612940129657,0.24880301682132114,0.058641582983771874,0.21096563704927757,0.13397737384009153,6.529304029304029,,,0.0,,0.12791830854624803,2467000000.0,6675000000.0,2.705715443858938
2488,ADVANCED MICRO DEVICES INC,20240331,2024,Q1,10-Q,5473000000.0,1525000000.0,,,371000000.0,798000000.0,123000000.0,521000000.0,158000000.0,,4190000000.0,1845000000.0,67895000000.0,,60053000000.0,,,,,1718000000.0,,535000000.0,0.028868993239539557,0.27864059930568247,0.06778731956879225,0.14580668737438335,0.02247396309154029,3.2974683544303796,,,0.0,,0.06632559839210671,1718000000.0,6035000000.0,3.5128055878928985
2488,ADVANCED MICRO DEVICES INC,20240630,2024,Q2,10-Q,11308000000.0,3108000000.0,,,717000000.0,1555000000.0,388000000.0,1114000000.0,296000000.0,,4113000000.0,1840000000.0,67886000000.0,,60542000000.0,,,,,1719000000.0,,535000000.0,0.026176158471878316,0.2748496639547223,0.0634064379200566,0.13751326494517155,0.03431199151043509,3.7635135135135136,,,0.0,,0.07233816766890697,1719000000.0,5953000000.0,3.4630599185573008
2488,ADVANCED MICRO DEVICES INC,20240930,2024,Q3,10-Q,18127000000.0,4744000000.0,,,1068000000.0,2325000000.0,1159000000.0,1742000000.0,428000000.0,,3933000000.0,1840000000.0,69636000000.0,,60896000000.0,,,,,1720000000.0,,535000000.0,0.02361118773100899,0.26170905279417445,0.05891763667457384,0.1282617090527942,0.06393777238373696,4.070093457943925,,,0.0,,0.07248855298725658,1720000000.0,5773000000.0,3.3563953488372094
2488,ADVANCED MICRO DEVICES INC,20241231,2024,FY,10-K,25785000000.0,6456000000.0,,,1407000000.0,4979000000.0,1641000000.0,3565000000.0,636000000.0,,4835000000.0,1840000000.0,69226000000.0,,61362000000.0,,,,,1721000000.0,,535000000.0,0.024665503199534613,0.2503781268179174,0.05456660849331006,0.19309676168314913,0.06364165212332752,5.605345911949685,,,0.0,,0.11359317432615862,1721000000.0,6675000000.0,3.8785589773387565
2488,ADVANCED MICRO DEVICES INC,20250331,2025,Q1,10-Q,7438000000.0,1728000000.0,,,371000000.0,932000000.0,709000000.0,939000000.0,212000000.0,,6049000000.0,1345000000.0,71550000000.0,,61730000000.0,,,,,3217000000.0,,567000000.0,0.02850228556063458,0.23232051626781391,0.04987899973111051,0.1253025006722237,0.0953213229362732,4.429245283018868,,,0.0,,0.09774132831406292,3217000000.0,7394000000.0,2.2984146720547094
2488,ADVANCED MICRO DEVICES INC,20250630,2025,Q2,10-Q,15123000000.0,3622000000.0,,,733000000.0,1284000000.0,1581000000.0,2950000000.0,494000000.0,,4442000000.0,1425000000.0,74820000000.0,,62228000000.0,,,,,3218000000.0,,668000000.0,0.03266547642663493,0.2395027441645176,0.04846921907029029,0.0849037889307677,0.10454274945447332,5.97165991902834,,,0.0,,0.16240163988626596,3218000000.0,5867000000.0,1.8231821006836544
2488,ADVANCED MICRO DEVICES INC,20250930,2025,Q3,10-Q,24369000000.0,5761000000.0,,,1152000000.0,2325000000.0,2824000000.0,5109000000.0,752000000.0,,4808000000.0,2435000000.0,76891000000.0,,62657000000.0,,,,880000000.0,2347000000.0,,650000000.0,0.030858878082810126,0.23640691041897494,0.04727317493536871,0.09540810045549673,0.11588493577906356,6.7938829787234045,0.04196850086486065,0.05150262540498268,0.0,,0.17879272846649433,3227000000.0,7243000000.0,2.2444995351719865
2488,ADVANCED MICRO DEVICES INC,20251231,2025,FY,10-K,34639000000.0,8091000000.0,,,1638000000.0,4419000000.0,4335000000.0,7709000000.0,974000000.0,,5539000000.0,5013000000.0,76926000000.0,,63365000000.0,,,,,2348000000.0,,625000000.0,0.02811859464765149,0.23358064609255463,0.04728773925344265,0.12757296688703484,0.12514795461762754,7.914784394250513,,,0.0,,0.19443401945783653,2348000000.0,10552000000.0,4.494037478705281
319201,KLA CORP,20221231,2023,Q2,10-Q,5711810000.0,651341000.0,,,73387000.0,,2004786000.0,1699835000.0,177994000.0,,1584908000.0,,13729074000.0,11197998000.0,2603260000.0,,162768000.0,,,,,,0.031162451131952918,0.11403408026527494,0.012848291522302038,,0.35098961625124087,9.549956740114835,,,162768000.0,,0.26643760909414005,0.0,1584908000.0,
319201,KLA CORP,20230331,2023,Q3,10-Q,8143728000.0,979617000.0,,,121517000.0,,2702623000.0,2710690000.0,262908000.0,,1584908000.0,,13683549000.0,11197998000.0,2682781000.0,,176260000.0,,,,,,0.03228349473361586,0.12029097730179593,0.014921544530956829,,0.3318655780251993,10.31041276796446,,,176260000.0,,0.30057266156237045,0.0,1584908000.0,
319201,KLA CORP,20230630,2023,FY,10-K,10499192000.0,1296727000.0,,,171424000.0,,3387277000.0,3669805000.0,341591000.0,,1927865000.0,,14072357000.0,11197998000.0,2919753000.0,,176681000.0,,,,,,0.032534979834638704,0.1235073137056642,0.016327351666680635,,0.32262263610380687,10.743271924611596,,,176681000.0,,0.31699715559063973,0.0,1927865000.0,
319201,KLA CORP,20230930,2024,Q1,10-Q,2726371000.0,318515000.0,,,48772000.0,,1025991000.0,1011545000.0,84352000.0,,1927865000.0,,14136841000.0,11152604000.0,,,192236000.0,,,,,,0.03093929622930995,0.11682746038598563,0.01788898136020373,,0.3763211243077336,11.991950398330804,,,192236000.0,,0.3400832095118383,0.0,1927865000.0,
319201,KLA CORP,20231231,2024,Q2,10-Q,5711810000.0,651341000.0,,,97392000.0,,2004786000.0,1699835000.0,177994000.0,,1927865000.0,,14280501000.0,11236790000.0,3043711000.0,,221768000.0,,,,,,0.031162451131952918,0.11403408026527494,0.01705098734026517,,0.35098961625124087,9.549956740114835,,,221768000.0,,0.26643760909414005,0.0,1927865000.0,
319201,KLA CORP,20240331,2024,Q3,10-Q,8143728000.0,979617000.0,,,154074000.0,,2702623000.0,2710690000.0,262908000.0,,1927865000.0,,14957289000.0,11862404000.0,3094885000.0,,271365000.0,,,,,,0.03228349473361586,0.12029097730179593,0.018919345046887616,,0.3318655780251993,10.31041276796446,,,271365000.0,,0.30057266156237045,0.0,1927865000.0,
319201,KLA CORP,20240630,2024,FY,10-K,10499192000.0,1296727000.0,,,212695000.0,,3387277000.0,3669805000.0,341591000.0,,1977129000.0,,15433566000.0,12065238000.0,3368328000.0,,294460000.0,,749936000.0,,,,0.032534979834638704,0.1235073137056642,0.02025822558535933,,0.32262263610380687,10.743271924611596,,,294460000.0,,0.31699715559063973,749936000.0,1977129000.0,2.636396972541657
319201,KLA CORP,20240930,2025,Q1,10-Q,2841541000.0,323145000.0,,,61700000.0,,945851000.0,995238000.0,68045000.0,,1977202000.0,,15681737000.0,12122023000.0,3559714000.0,,319794000.0,,749984000.0,,,,0.023946513529102695,0.11372174464489515,0.021713570207151683,,0.3328655120584218,14.626173855536777,,,319794000.0,,0.3262993565815169,749984000.0,1977202000.0,2.636325574945599
319201,KLA CORP,20241231,2025,Q2,10-Q,5918698000.0,669302000.0,,,123541000.0,,1770378000.0,1844753000.0,152716000.0,,1977129000.0,,15433566000.0,12065238000.0,3584549000.0,,333758000.0,,749936000.0,,,,0.02580229638342757,0.11308264081052961,0.02087300281244287,,0.29911612317438735,12.079631472799182,,,333758000.0,,0.28587993508031667,749936000.0,1977129000.0,2.636396972541657
319201,KLA CORP,20250331,2025,Q3,10-Q,8982567000.0,1007345000.0,,,193742000.0,,2858794000.0,2916912000.0,234851000.0,,1977129000.0,,15433566000.0,12065238000.0,4004739000.0,,351931000.0,,749936000.0,,,,0.026145198805642086,0.11214444601415163,0.021568667397638113,,0.3182602478779173,12.420266466823646,,,351931000.0,,0.29858513718851193,749936000.0,1977129000.0,2.636396972541657
319201,KLA CORP,20250630,2025,FY,10-K,12156187000.0,1360334000.0,,,265011000.0,,4061643000.0,4081903000.0,341591000.0,,2078908000.0,,16067926000.0,12065238000.0,4692453000.0,,348844000.0,,749936000.0,,,,0.028100176478035425,0.11190466221028025,0.02180050372703217,,0.3341214642387453,11.949679587576956,,,348844000.0,,0.3076879287888546,749936000.0,2078908000.0,2.7721138870516953
319201,KLA CORP,20250930,2026,Q1,10-Q,3209696000.0,360461000.0,,,70182000.0,,1121040000.0,1161591000.0,95894000.0,,2078908000.0,,16317974000.0,11375473000.0,4985071000.0,,348844000.0,,,,,,0.029876349660528597,0.11230378204041754,0.021865622164840535,,0.34926672183284646,12.113281331470166,,,348844000.0,,0.3320242789348275,0.0,2078908000.0,
319201,KLA CORP,20251231,2026,Q2,10-Q,6506842000.0,744332000.0,,,144129000.0,,2266722000.0,2529198000.0,201470000.0,,2452124000.0,,16720228000.0,11375473000.0,5465731000.0,,348844000.0,,,,,,0.030962792703434324,0.11439220439039399,0.02215037648063377,,0.34835977268235496,12.553720156847174,,,348844000.0,,0.35773544216994974,0.0,2452124000.0,
50863,INTEL CORP,20221231,2022,FY,10-K,79699000000.0,17528000000.0,,,3128000000.0,23678000000.0,20899000000.0,35864000000.0,24844000000.0,,,,182103000000.0,,101423000000.0,,,,,37684000000.0,,,0.31172285725040466,0.21992747713271182,0.03924766935595177,0.29709281170403645,0.26222411824489644,1.4435678634680407,,,0.0,,0.138270241784715,37684000000.0,0.0,0.0
50863,INTEL CORP,20230331,2023,Q1,10-Q,18353000000.0,4362000000.0,,,739000000.0,4341000000.0,8113000000.0,5891000000.0,7413000000.0,,,,185303000000.0,,101423000000.0,,,,,48836000000.0,,,0.4039121669481829,0.23767231515283604,0.04026589658366479,0.23652808805099984,0.4420530703427233,0.7946850128153244,,,0.0,,-0.0829292213807007,48836000000.0,0.0,0.0
50863,INTEL CORP,20230630,2023,Q2,10-Q,33674000000.0,8762000000.0,,,1661000000.0,3641000000.0,7659000000.0,6700000000.0,13301000000.0,,,,185629000000.0,,101423000000.0,,,,,46335000000.0,,,0.39499316980459703,0.26020074835184415,0.049325889410227475,0.10812496287937282,0.22744550691928492,0.5037215246973912,,,0.0,,-0.19602660806556987,46335000000.0,0.0,0.0
50863,INTEL CORP,20230930,2023,Q3,10-Q,49012000000.0,13064000000.0,,,2433000000.0,5045000000.0,8678000000.0,7730000000.0,19145000000.0,,,,188837000000.0,,101813000000.0,,,,,46591000000.0,,,0.39061862401044645,0.2665469680894475,0.049640904268342445,0.10293397535297479,0.1770586795070595,0.4037607730477932,,,0.0,,-0.23290214641312332,46591000000.0,0.0,0.0
50863,INTEL CORP,20231231,2023,FY,10-K,79024000000.0,17528000000.0,,,3229000000.0,19456000000.0,19868000000.0,29456000000.0,25750000000.0,,,,191572000000.0,,105590000000.0,,,,,46978000000.0,,,0.32585037456975097,0.22180603361004253,0.04086100425187285,0.2462036849564689,0.2514172909495849,1.1439223300970873,,,0.0,,0.046897145171087264,46978000000.0,0.0,0.0
50863,INTEL CORP,20240331,2024,Q1,10-Q,17077000000.0,4382000000.0,,,1179000000.0,3311000000.0,-381000000.0,-1223000000.0,7413000000.0,,,,192733000000.0,,105973000000.0,,,,,47869000000.0,,,0.43409263922234587,0.2566024477367219,0.06904022954851555,0.1938865140247116,-0.022310710312115713,-0.1649804397679752,,,0.0,,-0.5057094337412894,47869000000.0,0.0,0.0
50863,INTEL CORP,20240630,2024,Q2,10-Q,34164000000.0,8621000000.0,,,1959000000.0,6223000000.0,1481000000.0,1069000000.0,13301000000.0,,,,206205000000.0,,115229000000.0,,,,,48334000000.0,,,0.38932794754712563,0.2523416461772626,0.0573410607657183,0.1821508020138157,0.04334972485657417,0.08036989700022555,,,0.0,,-0.3580377005034539,48334000000.0,0.0,0.0
50863,INTEL CORP,20240930,2024,Q3,10-Q,51895000000.0,12670000000.0,,,2759000000.0,9560000000.0,297000000.0,6847000000.0,19054000000.0,,,,193542000000.0,,105590000000.0,,,,,46978000000.0,,,0.3671644667116293,0.24414683495519798,0.05316504480200405,0.1842181327680894,0.005723094710473071,0.3593471187152304,,,0.0,,-0.23522497350419116,46978000000.0,0.0,0.0
50863,INTEL CORP,20241231,2024,FY,10-K,63054000000.0,17528000000.0,,,3410000000.0,13937000000.0,8014000000.0,15433000000.0,25750000000.0,,,,196485000000.0,,105590000000.0,,,,,46978000000.0,,,0.4083801186284772,0.27798395026485234,0.05408062930186824,0.22103276556602278,0.1270974085704317,0.5993398058252427,,,0.0,,-0.1636216576267961,46978000000.0,0.0,0.0
50863,INTEL CORP,20250331,2025,Q1,10-Q,12724000000.0,4382000000.0,,,1179000000.0,3239000000.0,-381000000.0,813000000.0,5970000000.0,,,,196485000000.0,,99756000000.0,,,,,46282000000.0,,,0.46919207796290474,0.3443885570575291,0.09265954102483495,0.25455831499528453,-0.029943414020748193,0.13618090452261306,,,0.0,,-0.405297076391072,46282000000.0,0.0,0.0
50863,INTEL CORP,20250630,2025,Q2,10-Q,25557000000.0,8621000000.0,,,1959000000.0,6122000000.0,-1610000000.0,2863000000.0,11652000000.0,,9643000000.0,,196485000000.0,,99270000000.0,,,,,46282000000.0,,,0.4559220565794107,0.3373244120984466,0.07665218922408733,0.23954298235317134,-0.06299643933168995,0.24570889117748027,,,0.0,,-0.3438979535939273,46282000000.0,9643000000.0,0.208353139449462
50863,INTEL CORP,20250930,2025,Q3,10-Q,39179000000.0,12670000000.0,,,2759000000.0,9440000000.0,4063000000.0,5409000000.0,18110000000.0,,11141000000.0,,204514000000.0,,106376000000.0,,,,,46282000000.0,,,0.46223742310931876,0.3233875290334108,0.07042037826386585,0.24094540442584036,0.10370351463794379,0.29867476532302595,,,0.0,,-0.3241787692386227,46282000000.0,11141000000.0,0.2407199343157167
50863,INTEL CORP,20251231,2025,FY,10-K,54228000000.0,16546000000.0,,,3410000000.0,13008000000.0,1689000000.0,11471000000.0,25750000000.0,,14265000000.0,,211429000000.0,,114281000000.0,,,,,46282000000.0,,,0.4748469425389098,0.3051191266504389,0.06288264365272553,0.23987607877849082,0.031146271298959947,0.4454757281553398,,,0.0,,-0.26331415504905215,46282000000.0,14265000000.0,0.3082191780821918
6951,APPLIED MATERIALS INC /DE,20230131,2023,Q1,10-Q,6739000000.0,771000000.0,,207000000.0,148000000.0,1976000000.0,1792000000.0,2658000000.0,287000000.0,,5264000000.0,586000000.0,27959000000.0,14539000000.0,39389000000.0,3142000000.0,,,,5458000000.0,,,0.042587921056536575,0.11440866597418015,0.02196171538803977,0.29321857842409854,0.2659148241578869,9.261324041811847,,,3142000000.0,,0.3518326161151506,5458000000.0,5850000000.0,1.0718211799193844
6951,APPLIED MATERIALS INC /DE,20230430,2023,Q2,10-Q,13369000000.0,1546000000.0,,421000000.0,261000000.0,3881000000.0,3328000000.0,4562000000.0,542000000.0,,4588000000.0,586000000.0,29092000000.0,14963000000.0,40696000000.0,3373000000.0,,,,5459000000.0,,,0.04054155135013838,0.11564066123120652,0.019522776572668113,0.290298451641858,0.24893410127907847,8.416974169741698,,,3373000000.0,,0.300695639165233,5459000000.0,5174000000.0,0.9477926360139219
6951,APPLIED MATERIALS INC /DE,20230731,2023,Q3,10-Q,19794000000.0,2313000000.0,,635000000.0,375000000.0,5794000000.0,4934000000.0,7145000000.0,797000000.0,,6025000000.0,586000000.0,30410000000.0,15317000000.0,41988000000.0,3497000000.0,,,,5460000000.0,,,0.040264726684853994,0.11685359199757503,0.01894513488936041,0.2927149641305446,0.24926745478427806,8.96486825595985,,,3497000000.0,,0.32070324340709305,5460000000.0,6611000000.0,1.2108058608058607
6951,APPLIED MATERIALS INC /DE,20231031,2023,FY,10-K,26517000000.0,3102000000.0,,852000000.0,490000000.0,7788000000.0,6856000000.0,8700000000.0,1106000000.0,,6132000000.0,737000000.0,30729000000.0,14532000000.0,43726000000.0,3142000000.0,,,,5461000000.0,,,0.04170909228042388,0.11698155899988687,0.01847871176980805,0.2936983821699287,0.2585511181506204,7.8661844484629295,,,3142000000.0,,0.28638232077535164,5461000000.0,6869000000.0,1.2578282365867057
6951,APPLIED MATERIALS INC /DE,20240131,2024,Q1,10-Q,6739000000.0,771000000.0,,276000000.0,170000000.0,1970000000.0,2019000000.0,2325000000.0,287000000.0,,6854000000.0,737000000.0,31540000000.0,14380000000.0,45480000000.0,3147000000.0,,,,5462000000.0,,,0.042587921056536575,0.11440866597418015,0.025226294702478114,0.2923282386110699,0.2995993470841371,8.101045296167248,,,3147000000.0,,0.3024187564920611,5462000000.0,7591000000.0,1.3897839619187111
6951,APPLIED MATERIALS INC /DE,20240430,2024,Q2,10-Q,13369000000.0,1546000000.0,,523000000.0,304000000.0,3881000000.0,3741000000.0,4562000000.0,542000000.0,,7085000000.0,737000000.0,31949000000.0,14380000000.0,46871000000.0,2975000000.0,,,,5463000000.0,,,0.04054155135013838,0.11564066123120652,0.022739172712992743,0.290298451641858,0.279826464208243,8.416974169741698,,,2975000000.0,,0.300695639165233,5463000000.0,7822000000.0,1.4318140215998536
6951,APPLIED MATERIALS INC /DE,20240731,2024,Q3,10-Q,20131000000.0,2375000000.0,,745000000.0,436000000.0,5821000000.0,5446000000.0,7145000000.0,797000000.0,,8288000000.0,815000000.0,33647000000.0,14807000000.0,48247000000.0,2975000000.0,,,,6158000000.0,,,0.03959068103919328,0.11797724901892603,0.021658139188316525,0.289156028016492,0.27052804132929315,8.96486825595985,,,2975000000.0,,0.3153345586409021,6158000000.0,9103000000.0,1.478239688210458
6951,APPLIED MATERIALS INC /DE,20241031,2024,FY,10-K,27176000000.0,3233000000.0,,961000000.0,577000000.0,7867000000.0,7177000000.0,8700000000.0,1190000000.0,,8022000000.0,1449000000.0,34409000000.0,15408000000.0,49651000000.0,2975000000.0,,,,5461000000.0,,,0.04378863703267589,0.11896526346776568,0.02123196938475125,0.2894833676773624,0.26409331763320576,7.310924369747899,,,2975000000.0,,0.2763467765675596,5461000000.0,9471000000.0,1.7342977476652628
6951,APPLIED MATERIALS INC /DE,20250131,2025,Q1,10-Q,7166000000.0,859000000.0,,276000000.0,195000000.0,2175000000.0,2019000000.0,2325000000.0,381000000.0,,8022000000.0,1949000000.0,34409000000.0,15408000000.0,50511000000.0,2849000000.0,,,,5461000000.0,,,0.053167736533631035,0.11987161596427574,0.027211833658945018,0.3035166061959252,0.2817471392687692,6.102362204724409,,,2849000000.0,,0.2712810493999442,5461000000.0,9971000000.0,1.8258560703167919
6951,APPLIED MATERIALS INC /DE,20250430,2025,Q2,10-Q,14266000000.0,1752000000.0,,523000000.0,354000000.0,4344000000.0,3741000000.0,3717000000.0,891000000.0,,8022000000.0,1449000000.0,34409000000.0,15408000000.0,52280000000.0,2849000000.0,,,,5462000000.0,,,0.06245618954156736,0.12280947707836815,0.02481424365624562,0.30450021029020047,0.26223187999439224,4.171717171717172,,,2849000000.0,,0.19809336884901163,5462000000.0,9471000000.0,1.7339802270230684
6951,APPLIED MATERIALS INC /DE,20250731,2025,Q3,10-Q,21568000000.0,2653000000.0,,745000000.0,512000000.0,6577000000.0,5446000000.0,6102000000.0,1475000000.0,,8288000000.0,1630000000.0,34409000000.0,15408000000.0,53694000000.0,2849000000.0,,,,5463000000.0,,,0.068388353115727,0.12300630563798219,0.02373887240356083,0.3049425074183976,0.25250370919881304,4.136949152542373,,,2849000000.0,,0.21453078635014836,5463000000.0,9918000000.0,1.8154859967051071
6951,APPLIED MATERIALS INC /DE,20251031,2025,FY,10-K,28368000000.0,3570000000.0,,961000000.0,668000000.0,8289000000.0,7177000000.0,8700000000.0,2260000000.0,,8022000000.0,1449000000.0,36299000000.0,15884000000.0,55227000000.0,2849000000.0,,,,6455000000.0,,,0.07966723068245911,0.1258460236886633,0.023547659334461363,0.2921954314720812,0.2529963338973491,3.849557522123894,,,2849000000.0,,0.22701635645798082,6455000000.0,9471000000.0,1.4672347017815648
